phylum,class,order,family,genus,species,asv_id,ndf,ddf,f.value,p.value,fdr.bh
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,NA,ASV958,4,10.701610068315931,1.4061502773265886,0.2966948112544154,0.6953455855497098
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea euphylliae,ASV959,4,20.737494189837797,1.512070796734409,0.23520586855587358,0.64956387063795
Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio neptunius,ASV960,4,21.59537996001242,0.6759920609997639,0.6159138025009635,0.8414345378963953
Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA,ASV961,4,71.01508346909742,1.7075494361806274,0.1578763826942377,0.5570444308793701
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Rubritaleaceae,Rubritalea,NA,ASV965,4,19.9845978946651,0.23831359677803488,0.9133347819315157,0.964755775016132
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,NA,NA,ASV966,4,17.34059011473501,2.755697235640311,0.061325680005074046,0.3930661855189018
Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,NA,ASV967,4,67.18312434739435,0.5314513106715076,0.7130180785295102,0.882499862640713
Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,ASV972,4,76.64699972095336,1.1099234269357332,0.35805087578092254,0.7409027613313939
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,DEV007,NA,NA,ASV980,4,67.52400492560281,1.216533613720409,0.3119997996635138,0.7074345743959134
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,NA,NA,ASV982,4,93.99999999890362,0.09120476150246547,0.985014683078552,0.9954758973850628
Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Halobacteriovoraceae,Halobacteriovorax,Halobacteriovorax marinus,ASV984,4,11.600317818298992,1.1334388987990314,0.3880807648882097,0.7522412760298702
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rhodovulum,Rhodovulum iodosum,ASV989,4,73.41535107955328,1.3319373148752727,0.2661820429053977,0.6850353563978849
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ruegeria,NA,ASV996,4,21.552707283725084,0.042565443456348405,0.9962960130397774,0.9979846503500144
Pseudomonadota,Alphaproteobacteria,Candidatus Pelagibacterales,Candidatus Pelagibacteraceae,Pelagibacter,Candidatus Pelagibacter ubique,ASV997,4,28.104890192074766,0.6802513750138992,0.6114338982549581,0.8397818013334163
Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,ASV1002,4,67.9122504255736,3.018565733490865,0.023656326919566286,0.26961198053687163
Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus,NA,ASV1003,4,76.25665832761419,0.7397607432872343,0.5677844949892021,0.8337253082941005
Bacteroidota,Cytophagia,Cytophagales,NA,NA,NA,ASV1004,4,78.47544694993536,0.4295108173184832,0.7869016556388628,0.9109429017166734
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Litoribrevibacter,Litoribrevibacter euphylliae,ASV1020,4,27.894186959138537,1.3202189640044897,0.2868693669631694,0.6953455855497098
Pseudomonadota,Gammaproteobacteria,Thiohalobacterales,Thiohalobacteraceae,Thiohalobacter,Thiohalobacter thiocyanaticus,ASV1024,4,23.15830713116497,2.075750315146716,0.11674723441915695,0.5038770010212801
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV1025,4,10.114958511717338,1.6161847363505615,0.24414712570566732,0.6634066726071236
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,NA,NA,ASV1026,4,93.99999999841475,0.8607033174109068,0.49062000334991585,0.8010920431690075
Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,ASV1027,4,23.18331648084524,0.22101403669858263,0.9239646475421285,0.9663719056396489
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,NA,ASV1030,4,91.06516255755464,0.9514328411813552,0.43817909477257977,0.7730082010043859
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,NA,NA,ASV1032,4,30.030217854412296,3.1723666823165693,0.027469068156089935,0.2799003324180888
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,NA,NA,ASV1034,4,24.51362480575623,2.660008981115555,0.05675949729790085,0.38507805118465777
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV1036,4,11.085577860540432,2.1288550950962937,0.14472685199654545,0.5414528801650439
Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,ASV1037,4,73.87717829547005,0.26097137604775783,0.9020442487064007,0.956247804458265
Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,NA,NA,ASV1039,4,69.42903825879598,0.21911927947064982,0.9269253931586242,0.9670130756518039
Myxococcota,NA,Haliangiales,Kofleriaceae,NA,NA,ASV1044,4,67.63244417868697,1.498671650112492,0.21241082701121952,0.6324603071724098
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV1046,4,78.81806785831184,1.030285632095661,0.39695495930106606,0.7522412760298702
Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio xuii,ASV1048,4,93.99999999989284,0.06016986949057727,0.9931949371806847,0.996583792807556
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Phaeobacter,Phaeobacter italicus,ASV1049,4,91.17977270004903,3.8872969233780084,0.00582900278510788,0.14507563693597697
Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium luteum,ASV1053,4,27.0175958177291,1.315180903291865,0.28948712350407596,0.6953455855497098
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA,ASV1054,4,10.203463964171405,1.4107577705196768,0.298106733606574,0.6953455855497098
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV1057,4,83.18595161658581,0.9645215055256292,0.43145332573104145,0.7700873739336882
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,NA,NA,ASV1058,4,21.05570672850252,1.3828832271071634,0.27373461362776536,0.6869518329257296
Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Kocuria,NA,ASV1061,4,13.076726882179173,0.7042370846857238,0.6029146624270303,0.8397818013334163
Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio xuii,ASV1062,4,12.777134183444153,1.2250859092764042,0.3482787194534271,0.7390762053751361
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Allomuricauda,NA,ASV1064,4,25.953916540071386,1.2680392083973242,0.3078476716913719,0.7051859456186077
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV1065,4,25.500261776967008,0.4772169698333364,0.7520891613269501,0.8979488774630858
Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,ASV1066,4,90.97801241955597,2.0768659962835234,0.09026615058262094,0.4540195318666296
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pseudofulvibacter,Pseudofulvibacter geojedonensis,ASV1069,4,80.24530398775758,1.900656792884183,0.11836854488723712,0.5038770010212801
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Salinimonas,NA,ASV1070,4,25.014817225202158,1.2801269384986051,0.3042986211145685,0.7036267479501283
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV1072,4,61.70869759282327,1.9644411847638474,0.11109494368443315,0.48815696444237916
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,NA,NA,ASV1074,4,93.99999999578736,1.2231897055945338,0.30627709559162575,0.7043181458935829
Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Propionigenium,Propionigenium maris,ASV1076,4,68.74166460607941,0.49912594494421975,0.7364180056452112,0.8919318712435411
Bacteroidota,Cytophagia,Cytophagales,Microscillaceae,Microscilla,Microscilla marina,ASV1081,4,68.32824902091514,1.0558006781479146,0.3851658242030311,0.7522412760298702
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV1085,4,25.374664805576188,0.498157767190022,0.7372397954356511,0.8919318712435411
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV1090,4,90.33991375146184,0.7094356236555925,0.5875655107600154,0.8372908765498263
Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA,ASV1091,4,23.40738700026586,0.3577678338323177,0.8360105794530048,0.9331109583696428
Bacteroidota,Cytophagia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus,NA,ASV1092,4,80.74045800405442,0.5932684111101065,0.6684922226952252,0.8654521437302916
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV1095,4,24.332419243753595,1.3766169784748015,0.27123227309154835,0.6850353563978849
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Rubritaleaceae,Rubritalea,NA,ASV1099,4,93.99999999953374,1.9449331189410617,0.10939070496486689,0.48755755234396425
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,NA,NA,ASV1104,4,93.99999999980962,1.6257591745718756,0.17421686921817173,0.5800685617348704
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV1105,4,20.9535814427242,1.1762105006997854,0.34984924195414974,0.7397527799459839
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanobacter,NA,ASV1109,4,94.00000000070085,0.3159385429419505,0.8666793687560904,0.9462685360542318
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV1110,4,13.075444450761385,2.565387357556,0.08778577019438917,0.4453338213294764
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Halioxenophilus,Halioxenophilus aromaticivorans,ASV1115,4,22.61287542143542,1.4851422280334714,0.23986776886342276,0.6593574483641063
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,NA,NA,ASV1118,4,27.89147937039014,1.2304389494985482,0.3205906093696125,0.7074345743959134
Bacteroidota,NA,NA,NA,NA,NA,ASV1120,4,24.26658944688723,2.945373411989134,0.04079163829845718,0.33673642792971
Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,NA,ASV1124,4,93.99999999976787,0.27214932602893793,0.8952570669086644,0.9533627844456293
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,NA,NA,ASV1125,4,79.66240823847602,0.6738492110195599,0.6120563643528889,0.8397818013334163
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum jejuense,ASV1126,4,12.382760151658593,1.7622917431823495,0.19939075380133822,0.6147695410220962
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea loyana,ASV1132,4,27.159966215604484,1.1805482728207537,0.34146659546599384,0.735179445975965
Myxococcota,NA,Nannocystales,Nannocystaceae,NA,NA,ASV1133,4,70.81427856039761,1.6596811676588104,0.16899452489302622,0.5739986448952787
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV1136,4,19.479800303310192,0.9937566392766038,0.43436626828674463,0.7709022959683667
Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,ASV1139,4,27.328828057800102,0.7363223704134291,0.5752406726851469,0.8363427699008896
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV1142,4,15.759667276249639,1.2796500143713487,0.319624995064824,0.7074345743959134
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV1144,4,93.99999999835644,1.728430770524818,0.15019782696096645,0.5536321705949483
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea montiporae,ASV1145,4,27.692540894483727,0.9210712475724642,0.4657578567264755,0.786221558205855
Bacteroidota,Cytophagia,Cytophagales,Fulvivirgaceae,Fulvivirga,Fulvivirga lutimaris,ASV1147,4,27.739359006917255,1.8609184244742716,0.14555172241217243,0.5427196715810341
Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,ASV1148,4,71.2693260576183,0.4111999678170235,0.8000098412004095,0.9135213695196285
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,NA,ASV1150,4,10.88991766685209,2.201269953085923,0.13635724030484475,0.5217092925452669
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV1153,4,93.99999999936354,1.5931597625980856,0.18256166477552382,0.5944569910872428
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,NA,NA,NA,ASV1155,4,72.41115535825301,0.3156594927112748,0.8666295612086761,0.9462685360542318
Pseudomonadota,Alphaproteobacteria,Parvularculales,Parvularculaceae,Parvularcula,Parvularcula mediterranea,ASV1156,4,24.40197370045493,2.7208614352173606,0.05292607377080375,0.38260825478385097
Pseudomonadota,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella,NA,ASV1162,4,93.99999999964768,0.422179048536286,0.7922770533239697,0.9125636023917658
Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,ASV1166,4,91.28878447250847,0.5281336559841103,0.7153201889352481,0.8837767765025919
Bacteroidota,Flavobacteriia,Flavobacteriales,NA,NA,NA,ASV1175,4,23.757074359069637,0.4904480992896771,0.7427095613137731,0.8937704733896752
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Pseudoteredinibacter,Pseudoteredinibacter isoporae,ASV1176,4,24.942750563790625,1.5474518659538221,0.21923037673519757,0.639931950321052
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Thalassolituus,Thalassolituus alkanivorans,ASV1177,4,23.82182087467967,1.1052500355102515,0.37708115572243683,0.7472161139564862
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,NA,NA,ASV1181,4,80.02889388516921,1.554672150662855,0.19450637248558766,0.6082183393596947
Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,NA,NA,ASV1182,4,24.80669660429462,1.1359364773068608,0.3625732470469953,0.7435489902051091
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV1183,4,20.871710355174564,1.0278575338794809,0.4161306755699963,0.7700873739336882
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Neptuniibacter,Neptuniibacter caesariensis,ASV1189,4,82.20430195847683,4.572399975169659,0.0022001698220793387,0.12416460975046108
Bacteroidota,Saprospiria,Saprospirales,Lewinellaceae,Neolewinella,Neolewinella agarilytica,ASV1190,4,94.00000000181018,0.9506134961107038,0.4384742629361309,0.7730082010043859
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Pleioneaceae,Aliikangiella,Aliikangiella marina,ASV1198,4,73.03873877943943,0.19851730352202615,0.9383791186202222,0.9755181338690436
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Lutimaribacter,Lutimaribacter marinistellae,ASV1202,4,27.508974323424017,0.13707350634482246,0.9671639069015512,0.9855066706531325
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV1205,4,23.758742775593593,0.6824851723153174,0.6110090126714223,0.8397818013334163
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV1212,4,23.723728468766385,2.4360119151527315,0.07516622791963715,0.42510278182301964
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,NA,NA,ASV1213,4,23.282628165310246,6.991748055785382,7.541344987117706e-4,0.059425798498487524
Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Thaumasiovibrio,Thaumasiovibrio occultus,ASV1214,4,77.586325796312,0.8186278550413404,0.5171765143131395,0.8075332099314807
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Roseibium,Roseibium hamelinense,ASV1217,4,26.344361191016603,1.2511476227206788,0.31390053207647955,0.7074345743959134
Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA,ASV1224,4,23.62844056357739,1.0754525925190246,0.3908487757317235,0.7522412760298702
Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA,NA,ASV1227,4,93.99999999950994,0.6430904777041725,0.6331086550289227,0.8460284933692535
Pseudomonadota,Alphaproteobacteria,Candidatus Pelagibacterales,Candidatus Pelagibacteraceae,Pelagibacter,Candidatus Pelagibacter ubique,ASV1229,4,27.182395573668547,1.7878785123046226,0.1602050915589483,0.5602438408954937
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,NA,ASV1236,4,17.407670983625245,0.37970607286211155,0.8200715049874243,0.9222878391009852
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV1242,4,73.34554116970726,1.1364855494653774,0.3461128101980781,0.7379362586535703
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,NA,NA,ASV1243,4,91.18509339461421,0.49985375177236246,0.735879751477134,0.8919318712435411
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,NA,NA,NA,ASV1244,4,25.23057430266975,0.6116594065054155,0.6580714167958903,0.8573435030116998
Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,NA,NA,ASV1245,4,22.840682308686297,0.5053185500930472,0.7322263134036058,0.891340373267829
Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA,ASV1249,4,77.7720390203544,2.0169217829025614,0.1002422287512533,0.48555478071352826
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV1260,4,91.32899536537207,1.3301460927172855,0.26474843137134385,0.6850353563978849
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,NA,ASV1261,4,27.074325970837066,2.3566874653190784,0.07878001931342815,0.4295692684713152
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,NA,NA,ASV1264,4,10.085309504803835,0.7066854485327374,0.6052413967735235,0.8397818013334163
Bacteroidota,Cytophagia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus,NA,ASV1271,4,94.00000000062954,0.5351540687780043,0.7102179666397888,0.882499862640713
Bacteroidota,NA,NA,NA,NA,NA,ASV1275,4,13.37685546179104,1.168839683938272,0.36799624569992906,0.7472161139564862
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Mesoflavibacter zeaxanthinifaciens,ASV1278,4,23.606552079614872,0.7636707226589565,0.5594039512747759,0.8321188157312119
Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Fuerstiella,Fuerstiella marisgermanici,ASV1280,4,93.99999999986423,0.6921921726408797,0.5991768306747383,0.8397471426623182
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV1281,4,15.636868992266221,1.0327746814253573,0.42129446235941814,0.7700873739336882
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA,ASV1283,4,16.18095327121536,1.2077214323396501,0.345490724151414,0.7379362586535703
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Allomuricauda,Allomuricauda onchidii,ASV1291,4,76.02359999537946,3.850497578513382,0.0066675366181494205,0.14963365576091153
Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,ASV1293,4,73.1164492257632,0.8247723500315766,0.5136200284037794,0.8067299069445957
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Marinirhabdus,Marinirhabdus citrea,ASV1304,4,10.741391082243736,2.216578397155252,0.13532932669254102,0.5217092925452669
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Pleioneaceae,Aliikangiella,Aliikangiella marina,ASV1310,4,77.49321587889483,0.838865852442078,0.5046944621621543,0.8056596505700202
